"","adm1_en","adm1_code","adm2_en","adm2_code","district_PSLM","district_PSLM_num","variable","value"
"575","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"time_bank","22"
"576","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"time_bank",NA
"577","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"time_post_office",NA
"578","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"time_post_office",NA
"579","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"time_post_office",NA
"580","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"time_post_office","22.025223"
"581","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"time_post_office",NA
"582","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"time_post_office",NA
"583","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"time_post_office",NA
"584","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"time_post_office",NA
"585","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"time_post_office",NA
"586","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"time_post_office",NA
"587","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"time_post_office",NA
"588","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"time_post_office","22"
"589","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"time_post_office",NA
"590","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"time_post_office","12"
"591","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"time_post_office","14.5"
"592","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"time_post_office",NA
"593","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"time_post_office",NA
"594","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"time_post_office",NA
"595","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"time_post_office",NA
"596","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"time_post_office",NA
"597","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"time_post_office","0"
"598","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"time_post_office","22"
"599","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"time_post_office",NA
"600","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"time_post_office",NA
"601","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"time_post_office",NA
"602","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"time_post_office",NA
"603","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"time_post_office","22"
"604","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"time_post_office","0"
"605","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"time_post_office",NA
"606","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"time_post_office",NA
"607","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"time_post_office",NA
"608","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"time_post_office",NA
"609","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"time_general_store",NA
"610","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"time_general_store","11.174394"
"611","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"time_general_store",NA
"612","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"time_general_store","16.367241"
"613","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"time_general_store",NA
"614","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"time_general_store",NA
"615","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"time_general_store",NA
"616","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"time_general_store",NA
"617","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"time_general_store",NA
"618","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"time_general_store",NA
"619","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"time_general_store",NA
"620","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"time_general_store","8.1132612"
"621","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"time_general_store",NA
"622","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"time_general_store","27.584963"
"623","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"time_general_store","7"
"624","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"time_general_store",NA
"625","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"time_general_store",NA
"626","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"time_general_store",NA
"627","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"time_general_store",NA
"628","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"time_general_store",NA
"629","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"time_general_store","0"
"630","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"time_general_store",NA
"631","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"time_general_store",NA
"632","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"time_general_store",NA
"633","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"time_general_store",NA
"634","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"time_general_store",NA
"635","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"time_general_store","8.7785978"
"636","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"time_general_store","0"
"637","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"time_general_store",NA
"638","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"time_general_store",NA
"639","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"time_general_store","22"
"640","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"time_general_store",NA
"641","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"walking","1586.45424073629"
"642","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"walking","2005.35935749023"
"643","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"walking","681.442595758337"
"644","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"walking","1417.39943488574"
"645","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"walking","829.176556797187"
"646","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"walking","1769.99964748154"
"647","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"walking","1015.53076302777"
"648","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"walking","965.897002456112"
"649","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"walking","832.52521353831"
"650","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"walking","1586.63015707796"
"651","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"walking","439.984388584969"
"652","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"walking","2086.550526062"
"653","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"walking","1023.69529819145"
"654","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"walking","3009.57132614353"
"655","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"walking","1293.37403373519"
"656","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"walking","614.937124763155"
"657","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"walking","1610.08213857916"
"658","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"walking","635.478064363534"
"659","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"walking","1471.29585462213"
"660","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"walking","1908.98445568086"
"661","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"walking","694.303931738834"
"662","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"walking","782.772794533368"
"663","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"walking","1619.77626969418"
"664","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"walking","559.569626169375"
"665","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"walking","3404.26508048098"
"666","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"walking","550.202288825611"
"667","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"walking","763.288922739462"
"668","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"walking","1969.01651627373"
"669","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"walking","1280.12600472913"
"670","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"walking","327.374981387498"
"671","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"walking","1169.47068622489"
"672","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"walking","1290.07596305336"
"673","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"walk_basic_health_unit","287.065919652156"
"674","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"walk_basic_health_unit","87.5244812100216"
"675","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"walk_basic_health_unit","112.104849193759"
"676","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"walk_basic_health_unit","233.396904295556"
"677","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"walk_basic_health_unit","152.342598169874"
"678","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"walk_basic_health_unit","286.037342888759"
"679","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"walk_basic_health_unit","125.739547920418"
"680","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"walk_basic_health_unit","236.311055698362"
"681","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"walk_basic_health_unit","73.1088984746798"
"682","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"walk_basic_health_unit","323.259293798692"
"683","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"walk_basic_health_unit","31.5711280061669"
"684","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"walk_basic_health_unit","123.912610788389"
"685","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"walk_basic_health_unit","61.3490205322302"
"686","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"walk_basic_health_unit","334.011961754461"
"687","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"walk_basic_health_unit","125.800194205531"
"688","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"walk_basic_health_unit","173.32564620957"
"689","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"walk_basic_health_unit","73.0026420781743"
"690","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"walk_basic_health_unit","62.6923436582713"
"691","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"walk_basic_health_unit","219.731431245547"
"692","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"walk_basic_health_unit","251.053329847542"
"693","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"walk_basic_health_unit","168.343525338453"
"694","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"walk_basic_health_unit","2.53054460322938"
"695","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"walk_basic_health_unit","291.084955109202"
"696","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"walk_basic_health_unit","84.3038165436238"
"697","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"walk_basic_health_unit","469.552413755639"
"698","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"walk_basic_health_unit","56.5438941970655"
"699","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"walk_basic_health_unit","9.7275108400403"
"700","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"walk_basic_health_unit","416.828112632527"
"701","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"walk_basic_health_unit","57.7048326143806"
"702","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"walk_basic_health_unit","90.2167061346622"
"703","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"walk_basic_health_unit","265.81891192798"
"704","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"walk_basic_health_unit","107.757846911517"
"705","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"walk_health_clinic_hospital","223.750259362534"
"706","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"walk_health_clinic_hospital","87.1046258843602"
"707","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"walk_health_clinic_hospital","44.3876606965773"
"708","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"walk_health_clinic_hospital","86.1194357570826"
"709","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"walk_health_clinic_hospital","77.4637119099393"
"710","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"walk_health_clinic_hospital","178.905537172347"
"711","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"walk_health_clinic_hospital","195.183184431969"
"712","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"walk_health_clinic_hospital","54.6453471958523"
"713","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"walk_health_clinic_hospital","52.4574810595985"
"714","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"walk_health_clinic_hospital","114.345669163332"
"715","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"walk_health_clinic_hospital","60.0623342846286"
"716","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"walk_health_clinic_hospital","339.658679794416"
"717","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"walk_health_clinic_hospital","239.575439011886"
"718","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"walk_health_clinic_hospital","254.737701194063"
"719","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"walk_health_clinic_hospital","72.5740574293312"
"720","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"walk_health_clinic_hospital","52.6066630583627"
"721","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"walk_health_clinic_hospital","96.8127617609787"
"722","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"walk_health_clinic_hospital","99.9192163075105"
"723","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"walk_health_clinic_hospital","80.716113549775"
"724","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"walk_health_clinic_hospital","176.4571490298"
"725","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"walk_health_clinic_hospital","28.0099977268642"
"726","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"walk_health_clinic_hospital","4.8797149260441"
"727","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"walk_health_clinic_hospital","168.363662584408"
"728","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"walk_health_clinic_hospital","78.8701400525945"
"729","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"walk_health_clinic_hospital","363.282239492536"
"730","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"walk_health_clinic_hospital","25.0597692989459"
"731","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"walk_health_clinic_hospital","89.1655786170364"
"732","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"walk_health_clinic_hospital","241.308940601718"
"733","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"walk_health_clinic_hospital","86.2224751459748"
"734","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"walk_health_clinic_hospital","18.2609648731842"
"735","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"walk_health_clinic_hospital","125.23423887139"
"736","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"walk_health_clinic_hospital","130.060509095554"
"737","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"walk_primary_school","0"
"738","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"walk_primary_school","6.33865417609552"
"739","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"walk_primary_school","0"
"740","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"walk_primary_school","18.1858133658729"
"741","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"walk_primary_school","0"
"742","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"walk_primary_school","0"
"743","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"walk_primary_school","0"
"744","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"walk_primary_school","0"
"745","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"walk_primary_school","0"
"746","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"walk_primary_school","0"
"747","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"walk_primary_school","0"
"748","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"walk_primary_school","49.7416597140431"
"749","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"walk_primary_school","0"
"750","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"walk_primary_school","7.94158131339549"
"751","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"walk_primary_school","3.75790093573739"
"752","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"walk_primary_school","0"
"753","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"walk_primary_school","0"
"754","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"walk_primary_school","0"
"755","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"walk_primary_school","0.516471738193491"
"756","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"walk_primary_school","0"
"757","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"walk_primary_school","0"
"758","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"walk_primary_school","13.3261630876581"
"759","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"walk_primary_school","0"
"760","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"walk_primary_school","0"
"761","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"walk_primary_school","0"
"762","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"walk_primary_school","0"
"763","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"walk_primary_school","6.49203345722855"
"764","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"walk_primary_school","0"
"765","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"walk_primary_school","0"
"766","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"walk_primary_school","0"
"767","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"walk_primary_school","3.82754186957006"
"768","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"walk_primary_school","0.714960225942968"
"769","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"walk_middle_school","0"
"770","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"walk_middle_school","1.29896149684659"
"771","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"walk_middle_school","0"
"772","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"walk_middle_school","2.49541166454297"
"773","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"walk_middle_school","0"
"774","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"walk_middle_school","0"
"775","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"walk_middle_school","0"
"776","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"walk_middle_school","0"
"777","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"walk_middle_school","0"
"778","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"walk_middle_school","0"
"779","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"walk_middle_school","0"
"780","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"walk_middle_school","7.41490833827302"
"781","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"walk_middle_school","0"
"782","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"walk_middle_school","2.13767601401462"
"783","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"walk_middle_school","1.10778810343807"
"784","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"walk_middle_school","0"
"785","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"walk_middle_school","0"
"786","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"walk_middle_school","0"
"787","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"walk_middle_school","0"
"788","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"walk_middle_school","0"
"789","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"walk_middle_school","0"
"790","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"walk_middle_school","3.57180200562567"
"791","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"walk_middle_school","0"
"792","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"walk_middle_school","0"
"793","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"walk_middle_school","0"
"794","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"walk_middle_school","0"
"795","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"walk_middle_school","1.5593383132534"
"796","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"walk_middle_school","0"
"797","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"walk_middle_school","0"
"798","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"walk_middle_school","0"
"799","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"walk_middle_school","1.15363016204081"
"800","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"walk_middle_school","0"
"801","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"walk_high_school","0"
"802","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"walk_high_school","0"
"803","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"walk_high_school","0"
"804","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"walk_high_school","0.95866763660966"
"805","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"walk_high_school","0"
"806","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"walk_high_school","0"
"807","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"walk_high_school","0"
"808","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"walk_high_school","0"
"809","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"walk_high_school","0"
"810","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"walk_high_school","0"
"811","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"walk_high_school","0"
"812","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"walk_high_school","0.855162897224771"
"813","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"walk_high_school","0"
"814","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"walk_high_school","0.141798730036127"
"815","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"walk_high_school","0"
"816","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"walk_high_school","0"
"817","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"walk_high_school","0"
"818","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"walk_high_school","0"
"819","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"walk_high_school","0"
"820","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"walk_high_school","0"
"821","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"walk_high_school","0"
"822","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"walk_high_school","0"
"823","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"walk_high_school","0"
"824","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"walk_high_school","0"
"825","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"walk_high_school","0"
"826","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"walk_high_school","0"
"827","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"walk_high_school","2.43755773680411"
"828","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"walk_high_school","0"
"829","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"walk_high_school","0"
"830","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"walk_high_school","0"
"831","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"walk_high_school","0"
"832","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"walk_high_school","0"
"833","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"walk_police","0"
"834","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"walk_police","0"
"835","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"walk_police","0"
"836","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"walk_police","0.95866763660966"
"837","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"walk_police","0"
"838","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"walk_police","0"
