"","adm1_en","adm1_code","adm2_en","adm2_code","district_PSLM","district_PSLM_num","variable","value"
"1498","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"long_time_post_office","0"
"1499","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"long_time_post_office","0"
"1500","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"long_time_post_office","0"
"1501","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"long_time_post_office","0"
"1502","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"long_time_post_office","0"
"1503","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"long_time_post_office","0"
"1504","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"long_time_post_office","0"
"1505","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"long_time_general_store","0"
"1506","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"long_time_general_store","0"
"1507","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"long_time_general_store","0"
"1508","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"long_time_general_store","0"
"1509","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"long_time_general_store","0"
"1510","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"long_time_general_store","0"
"1511","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"long_time_general_store","0"
"1512","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"long_time_general_store","0"
"1513","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"long_time_general_store","0"
"1514","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"long_time_general_store","0"
"1515","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"long_time_general_store","0"
"1516","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"long_time_general_store","0"
"1517","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"long_time_general_store","0"
"1518","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"long_time_general_store","0"
"1519","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"long_time_general_store","0"
"1520","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"long_time_general_store","0"
"1521","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"long_time_general_store","0"
"1522","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"long_time_general_store","0"
"1523","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"long_time_general_store","0"
"1524","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"long_time_general_store","0"
"1525","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"long_time_general_store","0"
"1526","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"long_time_general_store","0"
"1527","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"long_time_general_store","0"
"1528","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"long_time_general_store","0"
"1529","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"long_time_general_store","0"
"1530","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"long_time_general_store","0"
"1531","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"long_time_general_store","0"
"1532","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"long_time_general_store","0"
"1533","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"long_time_general_store","0"
"1534","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"long_time_general_store","0"
"1535","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"long_time_general_store","0"
"1536","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"long_time_general_store","0"
"1537","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"hhsize","5338.21034308305"
"1538","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"hhsize","7370.65286586075"
"1539","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"hhsize","4726.35637316019"
"1540","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"hhsize","3843.28045663781"
"1541","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"hhsize","5232.61222673412"
"1542","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"hhsize","9130.56830123657"
"1543","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"hhsize","3679.86931308135"
"1544","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"hhsize","5618.73564751068"
"1545","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"hhsize","5412.03892175448"
"1546","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"hhsize","5876.3050760629"
"1547","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"hhsize","2821.03937423757"
"1548","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"hhsize","6138.30393628405"
"1549","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"hhsize","4981.9946897473"
"1550","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"hhsize","7633.40999754584"
"1551","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"hhsize","4670.43035767296"
"1552","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"hhsize","3369.03416944991"
"1553","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"hhsize","9707.56063222509"
"1554","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"hhsize","3247.10031389651"
"1555","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"hhsize","6156.31558645095"
"1556","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"hhsize","10282.0299148508"
"1557","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"hhsize","4235.1400940458"
"1558","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"hhsize","3276.31582782906"
"1559","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"hhsize","7804.31937472054"
"1560","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"hhsize","2601.04347143685"
"1561","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"hhsize","19247.8456686637"
"1562","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"hhsize","3030.73460847714"
"1563","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"hhsize","2650.74446066553"
"1564","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"hhsize","8650.61076527765"
"1565","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"hhsize","7098.80285135319"
"1566","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"hhsize","1808.94341647693"
"1567","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"hhsize","2326.29923325616"
"1568","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"hhsize","7461.42479776099"
"1569","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"pop_long_dist_health_unit","0.65842992"
"1570","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"pop_long_dist_health_unit","1.0912188"
"1571","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"pop_long_dist_health_unit","0.030396191"
"1572","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"pop_long_dist_health_unit","1.9250524"
"1573","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"pop_long_dist_health_unit","1.7405506"
"1574","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"pop_long_dist_health_unit","0.10141712"
"1575","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"pop_long_dist_health_unit","1.0410242"
"1576","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"pop_long_dist_health_unit","0.20754187"
"1577","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"pop_long_dist_health_unit","0.081510164"
"1578","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"pop_long_dist_health_unit","0.75133914"
"1579","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"pop_long_dist_health_unit","0.31289691"
"1580","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"pop_long_dist_health_unit","2.2592633"
"1581","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"pop_long_dist_health_unit","0"
"1582","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"pop_long_dist_health_unit","1.4761902"
"1583","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"pop_long_dist_health_unit","1.6882391"
"1584","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"pop_long_dist_health_unit","1.1034303"
"1585","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"pop_long_dist_health_unit","1.7017331"
"1586","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"pop_long_dist_health_unit","0.13470906"
"1587","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"pop_long_dist_health_unit","4.1374011"
"1588","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"pop_long_dist_health_unit","0.24983804"
"1589","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"pop_long_dist_health_unit","2.9437551"
"1590","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"pop_long_dist_health_unit","0.05824868"
"1591","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"pop_long_dist_health_unit","0.23958112"
"1592","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"pop_long_dist_health_unit","0.84878093"
"1593","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"pop_long_dist_health_unit","0.058262326"
"1594","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"pop_long_dist_health_unit","0"
"1595","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"pop_long_dist_health_unit","0.81725758"
"1596","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"pop_long_dist_health_unit","0.036550257"
"1597","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"pop_long_dist_health_unit","0.80157983"
"1598","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"pop_long_dist_health_unit","5.4292822"
"1599","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"pop_long_dist_health_unit","8.3251543"
"1600","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"pop_long_dist_health_unit","2.4123409"
"1601","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"pop_long_dist_clinic_hospital","8.8002243"
"1602","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"pop_long_dist_clinic_hospital","5.9037986"
"1603","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"pop_long_dist_clinic_hospital","9.6437817"
"1604","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"pop_long_dist_clinic_hospital","8.0604849"
"1605","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"pop_long_dist_clinic_hospital","6.1278973"
"1606","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"pop_long_dist_clinic_hospital","6.1514845"
"1607","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"pop_long_dist_clinic_hospital","7.8324866"
"1608","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"pop_long_dist_clinic_hospital","7.0261583"
"1609","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"pop_long_dist_clinic_hospital","7.6797051"
"1610","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"pop_long_dist_clinic_hospital","10.338186"
"1611","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"pop_long_dist_clinic_hospital","13.510409"
"1612","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"pop_long_dist_clinic_hospital","3.5996912"
"1613","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"pop_long_dist_clinic_hospital","3.1334441"
"1614","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"pop_long_dist_clinic_hospital","10.151009"
"1615","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"pop_long_dist_clinic_hospital","5.6267033"
"1616","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"pop_long_dist_clinic_hospital","9.6426649"
"1617","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"pop_long_dist_clinic_hospital","8.6098423"
"1618","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"pop_long_dist_clinic_hospital","4.7212553"
"1619","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"pop_long_dist_clinic_hospital","12.748393"
"1620","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"pop_long_dist_clinic_hospital","7.0009923"
"1621","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"pop_long_dist_clinic_hospital","9.0575943"
"1622","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"pop_long_dist_clinic_hospital","16.459623"
"1623","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"pop_long_dist_clinic_hospital","6.9054012"
"1624","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"pop_long_dist_clinic_hospital","3.826195"
"1625","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"pop_long_dist_clinic_hospital","4.595861"
"1626","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"pop_long_dist_clinic_hospital","1.4749503"
"1627","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"pop_long_dist_clinic_hospital","5.1284494"
"1628","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"pop_long_dist_clinic_hospital","4.0547428"
"1629","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"pop_long_dist_clinic_hospital","6.3202243"
"1630","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"pop_long_dist_clinic_hospital","9.5756607"
"1631","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"pop_long_dist_clinic_hospital","12.897043"
"1632","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"pop_long_dist_clinic_hospital","8.5206738"
"1633","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"pop_long_dist_primary_school","0.26687589"
"1634","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"pop_long_dist_primary_school","0.42770892"
"1635","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"pop_long_dist_primary_school","0.12435305"
"1636","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"pop_long_dist_primary_school","0.05263574"
"1637","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"pop_long_dist_primary_school","0.072920553"
"1638","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"pop_long_dist_primary_school","0.11118633"
"1639","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"pop_long_dist_primary_school","0.14768119"
"1640","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"pop_long_dist_primary_school","0.095023699"
"1641","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"pop_long_dist_primary_school","0.083369315"
"1642","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"pop_long_dist_primary_school","0.24361588"
"1643","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"pop_long_dist_primary_school","0.41048914"
"1644","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"pop_long_dist_primary_school","0"
"1645","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"pop_long_dist_primary_school","0.23662205"
"1646","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"pop_long_dist_primary_school","0.39877057"
"1647","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"pop_long_dist_primary_school","0.17900546"
"1648","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"pop_long_dist_primary_school","0"
"1649","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"pop_long_dist_primary_school","0.15470549"
"1650","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"pop_long_dist_primary_school","0.17243019"
"1651","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"pop_long_dist_primary_school","0.20843121"
"1652","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"pop_long_dist_primary_school","0.141514"
"1653","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"pop_long_dist_primary_school","0.37938595"
"1654","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"pop_long_dist_primary_school","0.17547561"
"1655","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"pop_long_dist_primary_school","0.16211264"
"1656","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"pop_long_dist_primary_school","0.14080064"
"1657","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"pop_long_dist_primary_school","0.16760865"
"1658","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"pop_long_dist_primary_school","0"
"1659","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"pop_long_dist_primary_school","0.270522"
"1660","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"pop_long_dist_primary_school","0.036272012"
"1661","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"pop_long_dist_primary_school","0.084268346"
"1662","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"pop_long_dist_primary_school","0.094716474"
"1663","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"pop_long_dist_primary_school","0.17450407"
"1664","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"pop_long_dist_primary_school","0.15504876"
"1665","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"pop_long_dist_middle_school","0.44967571"
"1666","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"pop_long_dist_middle_school","0.22050785"
"1667","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"pop_long_dist_middle_school","0.11520185"
"1668","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"pop_long_dist_middle_school","0.025301043"
"1669","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"pop_long_dist_middle_school","0.087509207"
"1670","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"pop_long_dist_middle_school","0.084903978"
"1671","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"pop_long_dist_middle_school","0.3708393"
"1672","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"pop_long_dist_middle_school","0.38717842"
"1673","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"pop_long_dist_middle_school","0.18153118"
"1674","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"pop_long_dist_middle_school","0.54022473"
"1675","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"pop_long_dist_middle_school","0.13002771"
"1676","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"pop_long_dist_middle_school","0.047324911"
"1677","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"pop_long_dist_middle_school","0.41406202"
"1678","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"pop_long_dist_middle_school","0.41641799"
"1679","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"pop_long_dist_middle_school","0.19338442"
"1680","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"pop_long_dist_middle_school","0.0425255"
"1681","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"pop_long_dist_middle_school","0.44475371"
"1682","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"pop_long_dist_middle_school","0.05107313"
"1683","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"pop_long_dist_middle_school","0.35782671"
"1684","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"pop_long_dist_middle_school","0.11656818"
"1685","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"pop_long_dist_middle_school","0.17993712"
"1686","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"pop_long_dist_middle_school","0.023710759"
"1687","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"pop_long_dist_middle_school","0.22062844"
"1688","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"pop_long_dist_middle_school","0.1677559"
"1689","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"pop_long_dist_middle_school","0.072855964"
"1690","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"pop_long_dist_middle_school","0"
"1691","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"pop_long_dist_middle_school","0.089138046"
"1692","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"pop_long_dist_middle_school","0.09984944"
"1693","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"pop_long_dist_middle_school","0.21541758"
"1694","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"pop_long_dist_middle_school","0.29961607"
"1695","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"pop_long_dist_middle_school","2.1776714"
"1696","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"pop_long_dist_middle_school","0.21222009"
"1697","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"pop_long_dist_high_school","0.94171643"
"1698","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"pop_long_dist_high_school","0.52197587"
"1699","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"pop_long_dist_high_school","0.48704094"
"1700","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"pop_long_dist_high_school","0.32830402"
"1701","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"pop_long_dist_high_school","0.33744514"
"1702","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"pop_long_dist_high_school","0.28548712"
"1703","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"pop_long_dist_high_school","1.7177825"
"1704","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"pop_long_dist_high_school","0.4437241"
"1705","Khyber Pakhtunkhwa","PK2","Hangu","PK208","hangu",109,"pop_long_dist_high_school","0.22136967"
"1706","Khyber Pakhtunkhwa","PK2","Haripur","PK209","haripur",110,"pop_long_dist_high_school","0.75278097"
"1707","Khyber Pakhtunkhwa","PK2","Karak","PK210","karak",111,"pop_long_dist_high_school","0.46089271"
"1708","Khyber Pakhtunkhwa","PK2","Khyber","PK233","khyber",112,"pop_long_dist_high_school","0.026086129"
"1709","Khyber Pakhtunkhwa","PK2","Kohat","PK211","kohat",113,"pop_long_dist_high_school","0.33649576"
"1710","Khyber Pakhtunkhwa","PK2","Kohistan","PK212","kohistan",114,"pop_long_dist_high_school","0.23297119"
"1711","Khyber Pakhtunkhwa","PK2","Kurram","PK234","kurram",115,"pop_long_dist_high_school","0.26088837"
"1712","Khyber Pakhtunkhwa","PK2","Lakki Marwat","PK213","lakki marwat",116,"pop_long_dist_high_school","1.0019565"
"1713","Khyber Pakhtunkhwa","PK2","Lower Dir","PK214","lower dir",117,"pop_long_dist_high_school","0.36438593"
"1714","Khyber Pakhtunkhwa","PK2","Malakand PA","PK215","malakand",118,"pop_long_dist_high_school","0.92217726"
"1715","Khyber Pakhtunkhwa","PK2","Mansehra","PK216","mansehra",119,"pop_long_dist_high_school","0.63241976"
"1716","Khyber Pakhtunkhwa","PK2","Mardan","PK217","mardan",120,"pop_long_dist_high_school","0.25023267"
"1717","Khyber Pakhtunkhwa","PK2","Mohmand","PK235","mohmand",121,"pop_long_dist_high_school","0.60943311"
"1718","Khyber Pakhtunkhwa","PK2","North Waziristan","PK236","north waziristan",122,"pop_long_dist_high_school","0.37458873"
"1719","Khyber Pakhtunkhwa","PK2","Nowshera","PK218","nowshera",123,"pop_long_dist_high_school","0.32525668"
"1720","Khyber Pakhtunkhwa","PK2","Orakzai","PK237","orakzai",124,"pop_long_dist_high_school","0.22763589"
"1721","Khyber Pakhtunkhwa","PK2","Peshawar","PK219","peshawar",125,"pop_long_dist_high_school","0.25471222"
"1722","Khyber Pakhtunkhwa","PK2","Shangla","PK220","shangla",126,"pop_long_dist_high_school","0"
"1723","Khyber Pakhtunkhwa","PK2","South Waziristan","PK238","south waziristan",127,"pop_long_dist_high_school","0.80450875"
"1724","Khyber Pakhtunkhwa","PK2","Swabi","PK221","swabi",128,"pop_long_dist_high_school","0.17549585"
"1725","Khyber Pakhtunkhwa","PK2","Swat","PK222","swat",129,"pop_long_dist_high_school","0.44804239"
"1726","Khyber Pakhtunkhwa","PK2","Tank","PK229","tank",130,"pop_long_dist_high_school","0.75053698"
"1727","Khyber Pakhtunkhwa","PK2","Tor Ghar","PK231","tor garh",131,"pop_long_dist_high_school","2.6631641"
"1728","Khyber Pakhtunkhwa","PK2","Upper Dir","PK230","upper dir",132,"pop_long_dist_high_school","1.0624232"
"1729","Khyber Pakhtunkhwa","PK2","Abbottabad","PK201","abbottabad",101,"pop_long_dist_police","0.56101269"
"1730","Khyber Pakhtunkhwa","PK2","Bajaur","PK232","bajur",102,"pop_long_dist_police","0.23642673"
"1731","Khyber Pakhtunkhwa","PK2","Bannu","PK202","bannu",103,"pop_long_dist_police","1.384124"
"1732","Khyber Pakhtunkhwa","PK2","Batagram","PK203","batagram",104,"pop_long_dist_police","0.35344803"
"1733","Khyber Pakhtunkhwa","PK2","Buner","PK204","bunair",105,"pop_long_dist_police","0.10069765"
"1734","Khyber Pakhtunkhwa","PK2","Charsadda","PK205","charsada",106,"pop_long_dist_police","0.13650402"
"1735","Khyber Pakhtunkhwa","PK2","Chitral","PK206","chitral",107,"pop_long_dist_police","1.0286847"
"1736","Khyber Pakhtunkhwa","PK2","Dera Ismail Khan","PK207","d. i. khan",108,"pop_long_dist_police","0.73524845"
