"","adm1_en","adm2_en","adm3_en","variable","value"
"637","Khyber Pakhtunkhwa","Mansehra","Balakot","pop_boys_middle_student",2026
"638","Khyber Pakhtunkhwa","Mansehra","Mansehra","pop_boys_middle_student",4738
"639","Khyber Pakhtunkhwa","Mansehra","Oghi","pop_boys_middle_student",1186
"640","Khyber Pakhtunkhwa","Mardan","Katlang","pop_boys_middle_student",1004
"641","Khyber Pakhtunkhwa","Mardan","Mardan","pop_boys_middle_student",6340
"642","Khyber Pakhtunkhwa","Mardan","Takht Bhai","pop_boys_middle_student",5134
"643","Khyber Pakhtunkhwa","Mohmand","Ambar Utman Khel","pop_boys_middle_student",0
"644","Khyber Pakhtunkhwa","Mohmand","Halimzai","pop_boys_middle_student",0
"645","Khyber Pakhtunkhwa","Mohmand","Pindiali","pop_boys_middle_student",0
"646","Khyber Pakhtunkhwa","Mohmand","Prang Ghar","pop_boys_middle_student",0
"647","Khyber Pakhtunkhwa","Mohmand","Safi","pop_boys_middle_student",0
"648","Khyber Pakhtunkhwa","Mohmand","Upper Momand","pop_boys_middle_student",0
"649","Khyber Pakhtunkhwa","Mohmand","Yaka Ghund","pop_boys_middle_student",0
"650","Khyber Pakhtunkhwa","North Waziristan","Data Khel","pop_boys_middle_student",0
"651","Khyber Pakhtunkhwa","North Waziristan","Dossali","pop_boys_middle_student",0
"652","Khyber Pakhtunkhwa","North Waziristan","Garyum","pop_boys_middle_student",0
"653","Khyber Pakhtunkhwa","North Waziristan","Ghulam Khan","pop_boys_middle_student",0
"654","Khyber Pakhtunkhwa","North Waziristan","Mir Ali","pop_boys_middle_student",0
"655","Khyber Pakhtunkhwa","North Waziristan","Miran Shah","pop_boys_middle_student",0
"656","Khyber Pakhtunkhwa","North Waziristan","Razmak","pop_boys_middle_student",0
"657","Khyber Pakhtunkhwa","North Waziristan","Shewa","pop_boys_middle_student",0
"658","Khyber Pakhtunkhwa","North Waziristan","Spinwam","pop_boys_middle_student",0
"659","Khyber Pakhtunkhwa","Nowshera","Nowshera","pop_boys_middle_student",3876
"660","Khyber Pakhtunkhwa","Nowshera","Pabbi","pop_boys_middle_student",1491
"661","Khyber Pakhtunkhwa","Orakzai","Central Orakzai","pop_boys_middle_student",0
"662","Khyber Pakhtunkhwa","Orakzai","Ismailzai","pop_boys_middle_student",0
"663","Khyber Pakhtunkhwa","Orakzai","Lower Orakzai","pop_boys_middle_student",0
"664","Khyber Pakhtunkhwa","Orakzai","Upper Orakzai","pop_boys_middle_student",0
"665","Khyber Pakhtunkhwa","Peshawar","Peshawar","pop_boys_middle_student",10745
"666","Khyber Pakhtunkhwa","Shangla","Alpuri","pop_boys_middle_student",1597
"667","Khyber Pakhtunkhwa","Shangla","Bisham","pop_boys_middle_student",363
"668","Khyber Pakhtunkhwa","Shangla","Chiksar","pop_boys_middle_student",460
"669","Khyber Pakhtunkhwa","Shangla","Martung","pop_boys_middle_student",433
"670","Khyber Pakhtunkhwa","Shangla","Puran","pop_boys_middle_student",889
"671","Khyber Pakhtunkhwa","South Waziristan","Birmal","pop_boys_middle_student",0
"672","Khyber Pakhtunkhwa","South Waziristan","Ladha","pop_boys_middle_student",0
"673","Khyber Pakhtunkhwa","South Waziristan","Makin","pop_boys_middle_student",0
"674","Khyber Pakhtunkhwa","South Waziristan","Sararogha","pop_boys_middle_student",0
"675","Khyber Pakhtunkhwa","South Waziristan","Serwekai","pop_boys_middle_student",0
"676","Khyber Pakhtunkhwa","South Waziristan","Tiarza","pop_boys_middle_student",0
"677","Khyber Pakhtunkhwa","South Waziristan","Toi Khulla","pop_boys_middle_student",0
"678","Khyber Pakhtunkhwa","South Waziristan","Wana","pop_boys_middle_student",0
"679","Khyber Pakhtunkhwa","Swabi","Lahor","pop_boys_middle_student",2677
"680","Khyber Pakhtunkhwa","Swabi","Swabi","pop_boys_middle_student",5020
"681","Khyber Pakhtunkhwa","Swabi","Topi","pop_boys_middle_student",2361
"682","Khyber Pakhtunkhwa","Swat","Babuzai","pop_boys_middle_student",1922
"683","Khyber Pakhtunkhwa","Swat","Bahrain","pop_boys_middle_student",1116
"684","Khyber Pakhtunkhwa","Swat","Barikot","pop_boys_middle_student",871
"685","Khyber Pakhtunkhwa","Swat","Charbagh","pop_boys_middle_student",377
"686","Khyber Pakhtunkhwa","Swat","Kabal","pop_boys_middle_student",2564
"687","Khyber Pakhtunkhwa","Swat","Kalam","pop_boys_middle_student",277
"688","Khyber Pakhtunkhwa","Swat","Khwazakhela","pop_boys_middle_student",1340
"689","Khyber Pakhtunkhwa","Swat","Matta Khararai","pop_boys_middle_student",517
"690","Khyber Pakhtunkhwa","Swat","Matta Sebujni","pop_boys_middle_student",686
"691","Khyber Pakhtunkhwa","Tank","Tank","pop_boys_middle_student",1319
"692","Khyber Pakhtunkhwa","Tor Ghar","Tor Ghar","pop_boys_middle_student",749
"693","Khyber Pakhtunkhwa","Upper Dir","Barawal","pop_boys_middle_student",1126
"694","Khyber Pakhtunkhwa","Upper Dir","Dir","pop_boys_middle_student",3688
"695","Khyber Pakhtunkhwa","Upper Dir","Kalkot","pop_boys_middle_student",213
"696","Khyber Pakhtunkhwa","Upper Dir","Wari","pop_boys_middle_student",5999
"697","Khyber Pakhtunkhwa","Abbottabad","Abbottabad","pop_boys_high_student",27784
"698","Khyber Pakhtunkhwa","Bajaur","Bar Chamarkand","pop_boys_high_student",0
"699","Khyber Pakhtunkhwa","Bajaur","Barang","pop_boys_high_student",0
"700","Khyber Pakhtunkhwa","Bajaur","Khar","pop_boys_high_student",0
"701","Khyber Pakhtunkhwa","Bajaur","Mamund","pop_boys_high_student",0
"702","Khyber Pakhtunkhwa","Bajaur","Nawagai","pop_boys_high_student",0
"703","Khyber Pakhtunkhwa","Bajaur","Salarzai Tehsil","pop_boys_high_student",0
"704","Khyber Pakhtunkhwa","Bajaur","Utman Khel Tehsil","pop_boys_high_student",0
"705","Khyber Pakhtunkhwa","Bannu","Bannu","pop_boys_high_student",15464
"706","Khyber Pakhtunkhwa","Bannu","Domel","pop_boys_high_student",4358
"707","Khyber Pakhtunkhwa","Batagram","Alai","pop_boys_high_student",1605
"708","Khyber Pakhtunkhwa","Batagram","Batagram","pop_boys_high_student",3442
"709","Khyber Pakhtunkhwa","Buner","Chagharzai","pop_boys_high_student",2565
"710","Khyber Pakhtunkhwa","Buner","Chamla","pop_boys_high_student",5246
"711","Khyber Pakhtunkhwa","Buner","Daggar","pop_boys_high_student",3628
"712","Khyber Pakhtunkhwa","Buner","Gagra","pop_boys_high_student",3645
"713","Khyber Pakhtunkhwa","Buner","Pir Baba/ Gadaizi","pop_boys_high_student",4863
"714","Khyber Pakhtunkhwa","Buner","Totalai","pop_boys_high_student",3458
"715","Khyber Pakhtunkhwa","Charsadda","Charsadda","pop_boys_high_student",22924
"716","Khyber Pakhtunkhwa","Charsadda","Tangi","pop_boys_high_student",8588
"717","Khyber Pakhtunkhwa","Chitral","Chitral","pop_boys_high_student",8018
"718","Khyber Pakhtunkhwa","Chitral","Mastuj","pop_boys_high_student",7572
"719","Khyber Pakhtunkhwa","Dera Ismail Khan","Daraban","pop_boys_high_student",1426
"720","Khyber Pakhtunkhwa","Dera Ismail Khan","Dera Ismail Khan","pop_boys_high_student",13677
"721","Khyber Pakhtunkhwa","Dera Ismail Khan","Kulachi","pop_boys_high_student",1598
"722","Khyber Pakhtunkhwa","Dera Ismail Khan","Paharpur","pop_boys_high_student",7425
"723","Khyber Pakhtunkhwa","FR Bannu","Wazir","pop_boys_high_student",0
"724","Khyber Pakhtunkhwa","FR Dera Ismail Khan","Drazanda","pop_boys_high_student",0
"725","Khyber Pakhtunkhwa","FR Kohat","Darra Adam Khel","pop_boys_high_student",0
"726","Khyber Pakhtunkhwa","FR Lakki Marwat","Bettani","pop_boys_high_student",0
"727","Khyber Pakhtunkhwa","FR Peshawar","Hassan Khel","pop_boys_high_student",0
"728","Khyber Pakhtunkhwa","FR Tank","Jandola","pop_boys_high_student",0
"729","Khyber Pakhtunkhwa","Hangu","Hangu","pop_boys_high_student",4293
"730","Khyber Pakhtunkhwa","Hangu","Tall","pop_boys_high_student",4236
"731","Khyber Pakhtunkhwa","Haripur","Ghazi","pop_boys_high_student",3356
"732","Khyber Pakhtunkhwa","Haripur","Haripur","pop_boys_high_student",21769
"733","Khyber Pakhtunkhwa","Karak","Banda Daud Shah","pop_boys_high_student",4835
"734","Khyber Pakhtunkhwa","Karak","Karak","pop_boys_high_student",8845
"735","Khyber Pakhtunkhwa","Karak","Takht E Nasrati","pop_boys_high_student",7944
"736","Khyber Pakhtunkhwa","Khyber","Bara","pop_boys_high_student",0
"737","Khyber Pakhtunkhwa","Khyber","Jamrud","pop_boys_high_student",0
"738","Khyber Pakhtunkhwa","Khyber","Landi Kotal","pop_boys_high_student",0
"739","Khyber Pakhtunkhwa","Kohat","Kohat","pop_boys_high_student",18148
"740","Khyber Pakhtunkhwa","Kohat","Lachi","pop_boys_high_student",5011
"741","Khyber Pakhtunkhwa","Kohistan","Dassu","pop_boys_high_student",593
"742","Khyber Pakhtunkhwa","Kohistan","Palas","pop_boys_high_student",1426
"743","Khyber Pakhtunkhwa","Kohistan","Pattan","pop_boys_high_student",27
"744","Khyber Pakhtunkhwa","Kurram","Central Kurram","pop_boys_high_student",0
"745","Khyber Pakhtunkhwa","Kurram","Lower Kurram","pop_boys_high_student",0
"746","Khyber Pakhtunkhwa","Kurram","Upper Kurram","pop_boys_high_student",0
"747","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","pop_boys_high_student",15725
"748","Khyber Pakhtunkhwa","Lakki Marwat","Sarai Naurang","pop_boys_high_student",7641
"749","Khyber Pakhtunkhwa","Lower Dir","Samar Bagh","pop_boys_high_student",9933
"750","Khyber Pakhtunkhwa","Lower Dir","Timergara","pop_boys_high_student",30900
"751","Khyber Pakhtunkhwa","Malakand PA","Sam Ranizai","pop_boys_high_student",8649
"752","Khyber Pakhtunkhwa","Malakand PA","Swat Ranizai","pop_boys_high_student",12860
"753","Khyber Pakhtunkhwa","Mansehra","Balakot","pop_boys_high_student",7345
"754","Khyber Pakhtunkhwa","Mansehra","Mansehra","pop_boys_high_student",15802
"755","Khyber Pakhtunkhwa","Mansehra","Oghi","pop_boys_high_student",6147
"756","Khyber Pakhtunkhwa","Mardan","Katlang","pop_boys_high_student",6952
"757","Khyber Pakhtunkhwa","Mardan","Mardan","pop_boys_high_student",32392
"758","Khyber Pakhtunkhwa","Mardan","Takht Bhai","pop_boys_high_student",14581
"759","Khyber Pakhtunkhwa","Mohmand","Ambar Utman Khel","pop_boys_high_student",0
"760","Khyber Pakhtunkhwa","Mohmand","Halimzai","pop_boys_high_student",0
"761","Khyber Pakhtunkhwa","Mohmand","Pindiali","pop_boys_high_student",0
"762","Khyber Pakhtunkhwa","Mohmand","Prang Ghar","pop_boys_high_student",0
"763","Khyber Pakhtunkhwa","Mohmand","Safi","pop_boys_high_student",0
"764","Khyber Pakhtunkhwa","Mohmand","Upper Momand","pop_boys_high_student",0
"765","Khyber Pakhtunkhwa","Mohmand","Yaka Ghund","pop_boys_high_student",0
"766","Khyber Pakhtunkhwa","North Waziristan","Data Khel","pop_boys_high_student",0
"767","Khyber Pakhtunkhwa","North Waziristan","Dossali","pop_boys_high_student",0
"768","Khyber Pakhtunkhwa","North Waziristan","Garyum","pop_boys_high_student",0
"769","Khyber Pakhtunkhwa","North Waziristan","Ghulam Khan","pop_boys_high_student",0
"770","Khyber Pakhtunkhwa","North Waziristan","Mir Ali","pop_boys_high_student",0
"771","Khyber Pakhtunkhwa","North Waziristan","Miran Shah","pop_boys_high_student",0
"772","Khyber Pakhtunkhwa","North Waziristan","Razmak","pop_boys_high_student",0
"773","Khyber Pakhtunkhwa","North Waziristan","Shewa","pop_boys_high_student",0
"774","Khyber Pakhtunkhwa","North Waziristan","Spinwam","pop_boys_high_student",0
"775","Khyber Pakhtunkhwa","Nowshera","Nowshera","pop_boys_high_student",19135
"776","Khyber Pakhtunkhwa","Nowshera","Pabbi","pop_boys_high_student",8400
"777","Khyber Pakhtunkhwa","Orakzai","Central Orakzai","pop_boys_high_student",0
"778","Khyber Pakhtunkhwa","Orakzai","Ismailzai","pop_boys_high_student",0
"779","Khyber Pakhtunkhwa","Orakzai","Lower Orakzai","pop_boys_high_student",0
"780","Khyber Pakhtunkhwa","Orakzai","Upper Orakzai","pop_boys_high_student",0
"781","Khyber Pakhtunkhwa","Peshawar","Peshawar","pop_boys_high_student",48241
"782","Khyber Pakhtunkhwa","Shangla","Alpuri","pop_boys_high_student",5620
"783","Khyber Pakhtunkhwa","Shangla","Bisham","pop_boys_high_student",739
"784","Khyber Pakhtunkhwa","Shangla","Chiksar","pop_boys_high_student",1788
"785","Khyber Pakhtunkhwa","Shangla","Martung","pop_boys_high_student",609
"786","Khyber Pakhtunkhwa","Shangla","Puran","pop_boys_high_student",3769
"787","Khyber Pakhtunkhwa","South Waziristan","Birmal","pop_boys_high_student",0
"788","Khyber Pakhtunkhwa","South Waziristan","Ladha","pop_boys_high_student",0
"789","Khyber Pakhtunkhwa","South Waziristan","Makin","pop_boys_high_student",0
"790","Khyber Pakhtunkhwa","South Waziristan","Sararogha","pop_boys_high_student",0
"791","Khyber Pakhtunkhwa","South Waziristan","Serwekai","pop_boys_high_student",0
"792","Khyber Pakhtunkhwa","South Waziristan","Tiarza","pop_boys_high_student",0
"793","Khyber Pakhtunkhwa","South Waziristan","Toi Khulla","pop_boys_high_student",0
"794","Khyber Pakhtunkhwa","South Waziristan","Wana","pop_boys_high_student",0
"795","Khyber Pakhtunkhwa","Swabi","Lahor","pop_boys_high_student",12942
"796","Khyber Pakhtunkhwa","Swabi","Swabi","pop_boys_high_student",19689
"797","Khyber Pakhtunkhwa","Swabi","Topi","pop_boys_high_student",9469
"798","Khyber Pakhtunkhwa","Swat","Babuzai","pop_boys_high_student",9958
"799","Khyber Pakhtunkhwa","Swat","Bahrain","pop_boys_high_student",1943
"800","Khyber Pakhtunkhwa","Swat","Barikot","pop_boys_high_student",3625
"801","Khyber Pakhtunkhwa","Swat","Charbagh","pop_boys_high_student",1635
"802","Khyber Pakhtunkhwa","Swat","Kabal","pop_boys_high_student",8342
"803","Khyber Pakhtunkhwa","Swat","Kalam","pop_boys_high_student",1499
"804","Khyber Pakhtunkhwa","Swat","Khwazakhela","pop_boys_high_student",4997
"805","Khyber Pakhtunkhwa","Swat","Matta Khararai","pop_boys_high_student",3903
"806","Khyber Pakhtunkhwa","Swat","Matta Sebujni","pop_boys_high_student",1914
"807","Khyber Pakhtunkhwa","Tank","Tank","pop_boys_high_student",4993
"808","Khyber Pakhtunkhwa","Tor Ghar","Tor Ghar","pop_boys_high_student",866
"809","Khyber Pakhtunkhwa","Upper Dir","Barawal","pop_boys_high_student",1546
"810","Khyber Pakhtunkhwa","Upper Dir","Dir","pop_boys_high_student",10451
"811","Khyber Pakhtunkhwa","Upper Dir","Kalkot","pop_boys_high_student",171
"812","Khyber Pakhtunkhwa","Upper Dir","Wari","pop_boys_high_student",9384
"813","Khyber Pakhtunkhwa","Abbottabad","Abbottabad","girls_primary_str",0.0633257226369946
"814","Khyber Pakhtunkhwa","Bajaur","Bar Chamarkand","girls_primary_str",NA
"815","Khyber Pakhtunkhwa","Bajaur","Barang","girls_primary_str",NA
"816","Khyber Pakhtunkhwa","Bajaur","Khar","girls_primary_str",NA
"817","Khyber Pakhtunkhwa","Bajaur","Mamund","girls_primary_str",NA
"818","Khyber Pakhtunkhwa","Bajaur","Nawagai","girls_primary_str",NA
"819","Khyber Pakhtunkhwa","Bajaur","Salarzai Tehsil","girls_primary_str",NA
"820","Khyber Pakhtunkhwa","Bajaur","Utman Khel Tehsil","girls_primary_str",NA
"821","Khyber Pakhtunkhwa","Bannu","Bannu","girls_primary_str",0.104077405506752
"822","Khyber Pakhtunkhwa","Bannu","Domel","girls_primary_str",0.349665861813558
"823","Khyber Pakhtunkhwa","Batagram","Alai","girls_primary_str",0.69675381148456
"824","Khyber Pakhtunkhwa","Batagram","Batagram","girls_primary_str",0.197759560261674
"825","Khyber Pakhtunkhwa","Buner","Chagharzai","girls_primary_str",2.62335634547833
"826","Khyber Pakhtunkhwa","Buner","Chamla","girls_primary_str",1.53563594062372
"827","Khyber Pakhtunkhwa","Buner","Daggar","girls_primary_str",2.39787564066106
"828","Khyber Pakhtunkhwa","Buner","Gagra","girls_primary_str",2.6983381979797
"829","Khyber Pakhtunkhwa","Buner","Pir Baba/ Gadaizi","girls_primary_str",2.46128433742749
"830","Khyber Pakhtunkhwa","Buner","Totalai","girls_primary_str",2.29159043506493
"831","Khyber Pakhtunkhwa","Charsadda","Charsadda","girls_primary_str",0.155184629030827
"832","Khyber Pakhtunkhwa","Charsadda","Tangi","girls_primary_str",0.513513768661656
"833","Khyber Pakhtunkhwa","Chitral","Chitral","girls_primary_str",0.448351813340184
"834","Khyber Pakhtunkhwa","Chitral","Mastuj","girls_primary_str",0.615048383627693
"835","Khyber Pakhtunkhwa","Dera Ismail Khan","Daraban","girls_primary_str",1.10444192252964
"836","Khyber Pakhtunkhwa","Dera Ismail Khan","Dera Ismail Khan","girls_primary_str",0.189167915331042
"837","Khyber Pakhtunkhwa","Dera Ismail Khan","Kulachi","girls_primary_str",2.25948256383257
"838","Khyber Pakhtunkhwa","Dera Ismail Khan","Paharpur","girls_primary_str",0.514285269377491
"839","Khyber Pakhtunkhwa","FR Bannu","Wazir","girls_primary_str",NA
"840","Khyber Pakhtunkhwa","FR Dera Ismail Khan","Drazanda","girls_primary_str",NA
"841","Khyber Pakhtunkhwa","FR Kohat","Darra Adam Khel","girls_primary_str",NA
"842","Khyber Pakhtunkhwa","FR Lakki Marwat","Bettani","girls_primary_str",NA
"843","Khyber Pakhtunkhwa","FR Peshawar","Hassan Khel","girls_primary_str",NA
"844","Khyber Pakhtunkhwa","FR Tank","Jandola","girls_primary_str",88
"845","Khyber Pakhtunkhwa","Hangu","Hangu","girls_primary_str",0.97027882398262
"846","Khyber Pakhtunkhwa","Hangu","Tall","girls_primary_str",2.08635613555113
"847","Khyber Pakhtunkhwa","Haripur","Ghazi","girls_primary_str",0.533508764959962
"848","Khyber Pakhtunkhwa","Haripur","Haripur","girls_primary_str",0.12850240506773
"849","Khyber Pakhtunkhwa","Karak","Banda Daud Shah","girls_primary_str",0.988355370671249
"850","Khyber Pakhtunkhwa","Karak","Karak","girls_primary_str",0.264771034572752
"851","Khyber Pakhtunkhwa","Karak","Takht E Nasrati","girls_primary_str",0.178633921196889
"852","Khyber Pakhtunkhwa","Khyber","Bara","girls_primary_str",NA
"853","Khyber Pakhtunkhwa","Khyber","Jamrud","girls_primary_str",NA
"854","Khyber Pakhtunkhwa","Khyber","Landi Kotal","girls_primary_str",NA
"855","Khyber Pakhtunkhwa","Kohat","Kohat","girls_primary_str",0.231439587973552
"856","Khyber Pakhtunkhwa","Kohat","Lachi","girls_primary_str",0.628886042496173
"857","Khyber Pakhtunkhwa","Kohistan","Dassu","girls_primary_str",0.552089338316291
"858","Khyber Pakhtunkhwa","Kohistan","Palas","girls_primary_str",0.302652968397393
"859","Khyber Pakhtunkhwa","Kohistan","Pattan","girls_primary_str",2.1410162940919
"860","Khyber Pakhtunkhwa","Kurram","Central Kurram","girls_primary_str",NA
"861","Khyber Pakhtunkhwa","Kurram","Lower Kurram","girls_primary_str",NA
"862","Khyber Pakhtunkhwa","Kurram","Upper Kurram","girls_primary_str",NA
"863","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","girls_primary_str",0.180154912306687
"864","Khyber Pakhtunkhwa","Lakki Marwat","Sarai Naurang","girls_primary_str",0.414451133590323
"865","Khyber Pakhtunkhwa","Lower Dir","Samar Bagh","girls_primary_str",0.433876069063166
"866","Khyber Pakhtunkhwa","Lower Dir","Timergara","girls_primary_str",0.181968165197637
"867","Khyber Pakhtunkhwa","Malakand PA","Sam Ranizai","girls_primary_str",0.466574145917358
"868","Khyber Pakhtunkhwa","Malakand PA","Swat Ranizai","girls_primary_str",0.391344650194502
"869","Khyber Pakhtunkhwa","Mansehra","Balakot","girls_primary_str",0.325535668449455
"870","Khyber Pakhtunkhwa","Mansehra","Mansehra","girls_primary_str",0.106632644064499
"871","Khyber Pakhtunkhwa","Mansehra","Oghi","girls_primary_str",0.555399655336406
"872","Khyber Pakhtunkhwa","Mardan","Katlang","girls_primary_str",0.818397790014767
"873","Khyber Pakhtunkhwa","Mardan","Mardan","girls_primary_str",0.177720631063022
"874","Khyber Pakhtunkhwa","Mardan","Takht Bhai","girls_primary_str",0.237282788327914
"875","Khyber Pakhtunkhwa","Mohmand","Ambar Utman Khel","girls_primary_str",NA
"876","Khyber Pakhtunkhwa","Mohmand","Halimzai","girls_primary_str",NA
"877","Khyber Pakhtunkhwa","Mohmand","Pindiali","girls_primary_str",NA
"878","Khyber Pakhtunkhwa","Mohmand","Prang Ghar","girls_primary_str",NA
"879","Khyber Pakhtunkhwa","Mohmand","Safi","girls_primary_str",NA
"880","Khyber Pakhtunkhwa","Mohmand","Upper Momand","girls_primary_str",NA
"881","Khyber Pakhtunkhwa","Mohmand","Yaka Ghund","girls_primary_str",NA
"882","Khyber Pakhtunkhwa","North Waziristan","Data Khel","girls_primary_str",NA
"883","Khyber Pakhtunkhwa","North Waziristan","Dossali","girls_primary_str",NA
"884","Khyber Pakhtunkhwa","North Waziristan","Garyum","girls_primary_str",NA
"885","Khyber Pakhtunkhwa","North Waziristan","Ghulam Khan","girls_primary_str",NA
"886","Khyber Pakhtunkhwa","North Waziristan","Mir Ali","girls_primary_str",NA
"887","Khyber Pakhtunkhwa","North Waziristan","Miran Shah","girls_primary_str",NA
"888","Khyber Pakhtunkhwa","North Waziristan","Razmak","girls_primary_str",NA
"889","Khyber Pakhtunkhwa","North Waziristan","Shewa","girls_primary_str",NA
"890","Khyber Pakhtunkhwa","North Waziristan","Spinwam","girls_primary_str",NA
"891","Khyber Pakhtunkhwa","Nowshera","Nowshera","girls_primary_str",0.203078778508003
"892","Khyber Pakhtunkhwa","Nowshera","Pabbi","girls_primary_str",0.570775868740969
"893","Khyber Pakhtunkhwa","Orakzai","Central Orakzai","girls_primary_str",NA
"894","Khyber Pakhtunkhwa","Orakzai","Ismailzai","girls_primary_str",NA
"895","Khyber Pakhtunkhwa","Orakzai","Lower Orakzai","girls_primary_str",NA
"896","Khyber Pakhtunkhwa","Orakzai","Upper Orakzai","girls_primary_str",NA
"897","Khyber Pakhtunkhwa","Peshawar","Peshawar","girls_primary_str",0.15558145624257
"898","Khyber Pakhtunkhwa","Shangla","Alpuri","girls_primary_str",1.1102543728902
"899","Khyber Pakhtunkhwa","Shangla","Bisham","girls_primary_str",5.00785049949725
"900","Khyber Pakhtunkhwa","Shangla","Chiksar","girls_primary_str",1.88913584106254
"901","Khyber Pakhtunkhwa","Shangla","Martung","girls_primary_str",7.17774390243902
"902","Khyber Pakhtunkhwa","Shangla","Puran","girls_primary_str",0.639438842506532
"903","Khyber Pakhtunkhwa","South Waziristan","Birmal","girls_primary_str",NA
"904","Khyber Pakhtunkhwa","South Waziristan","Ladha","girls_primary_str",NA
"905","Khyber Pakhtunkhwa","South Waziristan","Makin","girls_primary_str",NA
"906","Khyber Pakhtunkhwa","South Waziristan","Sararogha","girls_primary_str",NA
"907","Khyber Pakhtunkhwa","South Waziristan","Serwekai","girls_primary_str",NA
"908","Khyber Pakhtunkhwa","South Waziristan","Tiarza","girls_primary_str",NA
"909","Khyber Pakhtunkhwa","South Waziristan","Toi Khulla","girls_primary_str",NA
"910","Khyber Pakhtunkhwa","South Waziristan","Wana","girls_primary_str",NA
"911","Khyber Pakhtunkhwa","Swabi","Lahor","girls_primary_str",0.338515580840631
"912","Khyber Pakhtunkhwa","Swabi","Swabi","girls_primary_str",0.276747898072487
"913","Khyber Pakhtunkhwa","Swabi","Topi","girls_primary_str",0.395151344369627
"914","Khyber Pakhtunkhwa","Swat","Babuzai","girls_primary_str",0.589187955251242
"915","Khyber Pakhtunkhwa","Swat","Bahrain","girls_primary_str",1.41837396444904
"916","Khyber Pakhtunkhwa","Swat","Barikot","girls_primary_str",2.08273333812743
"917","Khyber Pakhtunkhwa","Swat","Charbagh","girls_primary_str",2.2833124178904
"918","Khyber Pakhtunkhwa","Swat","Kabal","girls_primary_str",0.832823549880233
"919","Khyber Pakhtunkhwa","Swat","Kalam","girls_primary_str",2.83338423946243
"920","Khyber Pakhtunkhwa","Swat","Khwazakhela","girls_primary_str",0.828499450527805
"921","Khyber Pakhtunkhwa","Swat","Matta Khararai","girls_primary_str",1.1890411280465
"922","Khyber Pakhtunkhwa","Swat","Matta Sebujni","girls_primary_str",1.11011292831553
"923","Khyber Pakhtunkhwa","Tank","Tank","girls_primary_str",0.353311522365466
"924","Khyber Pakhtunkhwa","Tor Ghar","Tor Ghar","girls_primary_str",1.302544229054
"925","Khyber Pakhtunkhwa","Upper Dir","Barawal","girls_primary_str",1.91386599456536
"926","Khyber Pakhtunkhwa","Upper Dir","Dir","girls_primary_str",0.528625838434158
"927","Khyber Pakhtunkhwa","Upper Dir","Kalkot","girls_primary_str",17.2160388127854
"928","Khyber Pakhtunkhwa","Upper Dir","Wari","girls_primary_str",0.638226168053139
"929","Khyber Pakhtunkhwa","Abbottabad","Abbottabad","girls_middle_str",0.223454491494519
"930","Khyber Pakhtunkhwa","Bajaur","Bar Chamarkand","girls_middle_str",NA
"931","Khyber Pakhtunkhwa","Bajaur","Barang","girls_middle_str",NA
"932","Khyber Pakhtunkhwa","Bajaur","Khar","girls_middle_str",NA
"933","Khyber Pakhtunkhwa","Bajaur","Mamund","girls_middle_str",NA
"934","Khyber Pakhtunkhwa","Bajaur","Nawagai","girls_middle_str",NA
"935","Khyber Pakhtunkhwa","Bajaur","Salarzai Tehsil","girls_middle_str",NA
"936","Khyber Pakhtunkhwa","Bajaur","Utman Khel Tehsil","girls_middle_str",NA
"937","Khyber Pakhtunkhwa","Bannu","Bannu","girls_middle_str",0.259899634344693
"938","Khyber Pakhtunkhwa","Bannu","Domel","girls_middle_str",0.961305495226811
"939","Khyber Pakhtunkhwa","Batagram","Alai","girls_middle_str",10.3819755111111
"940","Khyber Pakhtunkhwa","Batagram","Batagram","girls_middle_str",0.807873771458333
"941","Khyber Pakhtunkhwa","Buner","Chagharzai","girls_middle_str",8.20047169811321
"942","Khyber Pakhtunkhwa","Buner","Chamla","girls_middle_str",5.27674080634921
"943","Khyber Pakhtunkhwa","Buner","Daggar","girls_middle_str",8.14248467346939
"944","Khyber Pakhtunkhwa","Buner","Gagra","girls_middle_str",6.00772544908815
"945","Khyber Pakhtunkhwa","Buner","Pir Baba/ Gadaizi","girls_middle_str",10.0654370306011
"946","Khyber Pakhtunkhwa","Buner","Totalai","girls_middle_str",7.134375
"947","Khyber Pakhtunkhwa","Charsadda","Charsadda","girls_middle_str",0.598412603985481
"948","Khyber Pakhtunkhwa","Charsadda","Tangi","girls_middle_str",3.26774190621814
"949","Khyber Pakhtunkhwa","Chitral","Chitral","girls_middle_str",0.83491982842245
"950","Khyber Pakhtunkhwa","Chitral","Mastuj","girls_middle_str",1.25182689501102
"951","Khyber Pakhtunkhwa","Dera Ismail Khan","Daraban","girls_middle_str",9.45194805194805
"952","Khyber Pakhtunkhwa","Dera Ismail Khan","Dera Ismail Khan","girls_middle_str",0.397880801898231
"953","Khyber Pakhtunkhwa","Dera Ismail Khan","Kulachi","girls_middle_str",10.0980392156863
"954","Khyber Pakhtunkhwa","Dera Ismail Khan","Paharpur","girls_middle_str",1.0283515609484
"955","Khyber Pakhtunkhwa","FR Bannu","Wazir","girls_middle_str",NA
"956","Khyber Pakhtunkhwa","FR Dera Ismail Khan","Drazanda","girls_middle_str",NA
