"","adm1_en","adm2_en","adm3_en","variable","value"
"957","Khyber Pakhtunkhwa","FR Kohat","Darra Adam Khel","girls_middle_str",NA
"958","Khyber Pakhtunkhwa","FR Lakki Marwat","Bettani","girls_middle_str",NA
"959","Khyber Pakhtunkhwa","FR Peshawar","Hassan Khel","girls_middle_str",NA
"960","Khyber Pakhtunkhwa","FR Tank","Jandola","girls_middle_str",NA
"961","Khyber Pakhtunkhwa","Hangu","Hangu","girls_middle_str",2.88533631587537
"962","Khyber Pakhtunkhwa","Hangu","Tall","girls_middle_str",11.5434782608696
"963","Khyber Pakhtunkhwa","Haripur","Ghazi","girls_middle_str",2.80303765679348
"964","Khyber Pakhtunkhwa","Haripur","Haripur","girls_middle_str",0.308839155256509
"965","Khyber Pakhtunkhwa","Karak","Banda Daud Shah","girls_middle_str",4.54990550708215
"966","Khyber Pakhtunkhwa","Karak","Karak","girls_middle_str",1.39459137811688
"967","Khyber Pakhtunkhwa","Karak","Takht E Nasrati","girls_middle_str",1.13689438059912
"968","Khyber Pakhtunkhwa","Khyber","Bara","girls_middle_str",NA
"969","Khyber Pakhtunkhwa","Khyber","Jamrud","girls_middle_str",NA
"970","Khyber Pakhtunkhwa","Khyber","Landi Kotal","girls_middle_str",NA
"971","Khyber Pakhtunkhwa","Kohat","Kohat","girls_middle_str",0.910830873350029
"972","Khyber Pakhtunkhwa","Kohat","Lachi","girls_middle_str",1.70435887800886
"973","Khyber Pakhtunkhwa","Kohistan","Dassu","girls_middle_str",8
"974","Khyber Pakhtunkhwa","Kohistan","Palas","girls_middle_str",1.67075163398693
"975","Khyber Pakhtunkhwa","Kohistan","Pattan","girls_middle_str",NA
"976","Khyber Pakhtunkhwa","Kurram","Central Kurram","girls_middle_str",NA
"977","Khyber Pakhtunkhwa","Kurram","Lower Kurram","girls_middle_str",NA
"978","Khyber Pakhtunkhwa","Kurram","Upper Kurram","girls_middle_str",NA
"979","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","girls_middle_str",0.542448174943337
"980","Khyber Pakhtunkhwa","Lakki Marwat","Sarai Naurang","girls_middle_str",1.21967048634921
"981","Khyber Pakhtunkhwa","Lower Dir","Samar Bagh","girls_middle_str",2.75503059395884
"982","Khyber Pakhtunkhwa","Lower Dir","Timergara","girls_middle_str",1.07851002394746
"983","Khyber Pakhtunkhwa","Malakand PA","Sam Ranizai","girls_middle_str",1.4090287580344
"984","Khyber Pakhtunkhwa","Malakand PA","Swat Ranizai","girls_middle_str",2.43107623139001
"985","Khyber Pakhtunkhwa","Mansehra","Balakot","girls_middle_str",1.05655783271969
"986","Khyber Pakhtunkhwa","Mansehra","Mansehra","girls_middle_str",0.328385815955301
"987","Khyber Pakhtunkhwa","Mansehra","Oghi","girls_middle_str",1.58112468674136
"988","Khyber Pakhtunkhwa","Mardan","Katlang","girls_middle_str",4.06650973506494
"989","Khyber Pakhtunkhwa","Mardan","Mardan","girls_middle_str",0.627422471679245
"990","Khyber Pakhtunkhwa","Mardan","Takht Bhai","girls_middle_str",0.751329910795662
"991","Khyber Pakhtunkhwa","Mohmand","Ambar Utman Khel","girls_middle_str",NA
"992","Khyber Pakhtunkhwa","Mohmand","Halimzai","girls_middle_str",NA
"993","Khyber Pakhtunkhwa","Mohmand","Pindiali","girls_middle_str",NA
"994","Khyber Pakhtunkhwa","Mohmand","Prang Ghar","girls_middle_str",NA
"995","Khyber Pakhtunkhwa","Mohmand","Safi","girls_middle_str",NA
"996","Khyber Pakhtunkhwa","Mohmand","Upper Momand","girls_middle_str",NA
"997","Khyber Pakhtunkhwa","Mohmand","Yaka Ghund","girls_middle_str",NA
"998","Khyber Pakhtunkhwa","North Waziristan","Data Khel","girls_middle_str",NA
"999","Khyber Pakhtunkhwa","North Waziristan","Dossali","girls_middle_str",NA
"1000","Khyber Pakhtunkhwa","North Waziristan","Garyum","girls_middle_str",NA
"1001","Khyber Pakhtunkhwa","North Waziristan","Ghulam Khan","girls_middle_str",NA
"1002","Khyber Pakhtunkhwa","North Waziristan","Mir Ali","girls_middle_str",NA
"1003","Khyber Pakhtunkhwa","North Waziristan","Miran Shah","girls_middle_str",NA
"1004","Khyber Pakhtunkhwa","North Waziristan","Razmak","girls_middle_str",NA
"1005","Khyber Pakhtunkhwa","North Waziristan","Shewa","girls_middle_str",NA
"1006","Khyber Pakhtunkhwa","North Waziristan","Spinwam","girls_middle_str",NA
"1007","Khyber Pakhtunkhwa","Nowshera","Nowshera","girls_middle_str",0.76530420090104
"1008","Khyber Pakhtunkhwa","Nowshera","Pabbi","girls_middle_str",2.54878404775471
"1009","Khyber Pakhtunkhwa","Orakzai","Central Orakzai","girls_middle_str",NA
"1010","Khyber Pakhtunkhwa","Orakzai","Ismailzai","girls_middle_str",NA
"1011","Khyber Pakhtunkhwa","Orakzai","Lower Orakzai","girls_middle_str",NA
"1012","Khyber Pakhtunkhwa","Orakzai","Upper Orakzai","girls_middle_str",NA
"1013","Khyber Pakhtunkhwa","Peshawar","Peshawar","girls_middle_str",0.352936611687679
"1014","Khyber Pakhtunkhwa","Shangla","Alpuri","girls_middle_str",13.9883004926108
"1015","Khyber Pakhtunkhwa","Shangla","Bisham","girls_middle_str",2.21542796351351
"1016","Khyber Pakhtunkhwa","Shangla","Chiksar","girls_middle_str",NA
"1017","Khyber Pakhtunkhwa","Shangla","Martung","girls_middle_str",3.3333333
"1018","Khyber Pakhtunkhwa","Shangla","Puran","girls_middle_str",3.41539752649465
"1019","Khyber Pakhtunkhwa","South Waziristan","Birmal","girls_middle_str",NA
"1020","Khyber Pakhtunkhwa","South Waziristan","Ladha","girls_middle_str",NA
"1021","Khyber Pakhtunkhwa","South Waziristan","Makin","girls_middle_str",NA
"1022","Khyber Pakhtunkhwa","South Waziristan","Sararogha","girls_middle_str",NA
"1023","Khyber Pakhtunkhwa","South Waziristan","Serwekai","girls_middle_str",NA
"1024","Khyber Pakhtunkhwa","South Waziristan","Tiarza","girls_middle_str",NA
"1025","Khyber Pakhtunkhwa","South Waziristan","Toi Khulla","girls_middle_str",NA
"1026","Khyber Pakhtunkhwa","South Waziristan","Wana","girls_middle_str",NA
"1027","Khyber Pakhtunkhwa","Swabi","Lahor","girls_middle_str",2.58113024234384
"1028","Khyber Pakhtunkhwa","Swabi","Swabi","girls_middle_str",1.22073701689571
"1029","Khyber Pakhtunkhwa","Swabi","Topi","girls_middle_str",3.67298856781767
"1030","Khyber Pakhtunkhwa","Swat","Babuzai","girls_middle_str",2.03476343557125
"1031","Khyber Pakhtunkhwa","Swat","Bahrain","girls_middle_str",11.2884311994681
"1032","Khyber Pakhtunkhwa","Swat","Barikot","girls_middle_str",5.79372654474232
"1033","Khyber Pakhtunkhwa","Swat","Charbagh","girls_middle_str",3.27377614720195
"1034","Khyber Pakhtunkhwa","Swat","Kabal","girls_middle_str",5.06367178391734
"1035","Khyber Pakhtunkhwa","Swat","Kalam","girls_middle_str",27
"1036","Khyber Pakhtunkhwa","Swat","Khwazakhela","girls_middle_str",4.15536139453925
"1037","Khyber Pakhtunkhwa","Swat","Matta Khararai","girls_middle_str",9.78158374680073
"1038","Khyber Pakhtunkhwa","Swat","Matta Sebujni","girls_middle_str",7.53849902534113
"1039","Khyber Pakhtunkhwa","Tank","Tank","girls_middle_str",0.993435792691638
"1040","Khyber Pakhtunkhwa","Tor Ghar","Tor Ghar","girls_middle_str",NA
"1041","Khyber Pakhtunkhwa","Upper Dir","Barawal","girls_middle_str",12.5082116788321
"1042","Khyber Pakhtunkhwa","Upper Dir","Dir","girls_middle_str",3.94661016054586
"1043","Khyber Pakhtunkhwa","Upper Dir","Kalkot","girls_middle_str",NA
"1044","Khyber Pakhtunkhwa","Upper Dir","Wari","girls_middle_str",3.11773493813822
"1045","Khyber Pakhtunkhwa","Abbottabad","Abbottabad","girls_high_str",0.572573596388651
"1046","Khyber Pakhtunkhwa","Bajaur","Bar Chamarkand","girls_high_str",NA
"1047","Khyber Pakhtunkhwa","Bajaur","Barang","girls_high_str",NA
"1048","Khyber Pakhtunkhwa","Bajaur","Khar","girls_high_str",NA
"1049","Khyber Pakhtunkhwa","Bajaur","Mamund","girls_high_str",NA
"1050","Khyber Pakhtunkhwa","Bajaur","Nawagai","girls_high_str",NA
"1051","Khyber Pakhtunkhwa","Bajaur","Salarzai Tehsil","girls_high_str",NA
"1052","Khyber Pakhtunkhwa","Bajaur","Utman Khel Tehsil","girls_high_str",NA
"1053","Khyber Pakhtunkhwa","Bannu","Bannu","girls_high_str",0.751426126622125
"1054","Khyber Pakhtunkhwa","Bannu","Domel","girls_high_str",4.16457536931217
"1055","Khyber Pakhtunkhwa","Batagram","Alai","girls_high_str",NA
"1056","Khyber Pakhtunkhwa","Batagram","Batagram","girls_high_str",3.52316830676618
"1057","Khyber Pakhtunkhwa","Buner","Chagharzai","girls_high_str",23
"1058","Khyber Pakhtunkhwa","Buner","Chamla","girls_high_str",8.10486450702988
"1059","Khyber Pakhtunkhwa","Buner","Daggar","girls_high_str",16.2332907593142
"1060","Khyber Pakhtunkhwa","Buner","Gagra","girls_high_str",8.03303023986111
"1061","Khyber Pakhtunkhwa","Buner","Pir Baba/ Gadaizi","girls_high_str",21.6853471118177
"1062","Khyber Pakhtunkhwa","Buner","Totalai","girls_high_str",10.2217362210391
"1063","Khyber Pakhtunkhwa","Charsadda","Charsadda","girls_high_str",1.71708582699259
"1064","Khyber Pakhtunkhwa","Charsadda","Tangi","girls_high_str",4.27120467656426
"1065","Khyber Pakhtunkhwa","Chitral","Chitral","girls_high_str",2.58944241129442
"1066","Khyber Pakhtunkhwa","Chitral","Mastuj","girls_high_str",4.26839816156788
"1067","Khyber Pakhtunkhwa","Dera Ismail Khan","Daraban","girls_high_str",4.34829138275862
"1068","Khyber Pakhtunkhwa","Dera Ismail Khan","Dera Ismail Khan","girls_high_str",0.845497728780773
"1069","Khyber Pakhtunkhwa","Dera Ismail Khan","Kulachi","girls_high_str",18.8235392844523
"1070","Khyber Pakhtunkhwa","Dera Ismail Khan","Paharpur","girls_high_str",1.99235239769104
"1071","Khyber Pakhtunkhwa","FR Bannu","Wazir","girls_high_str",NA
"1072","Khyber Pakhtunkhwa","FR Dera Ismail Khan","Drazanda","girls_high_str",NA
"1073","Khyber Pakhtunkhwa","FR Kohat","Darra Adam Khel","girls_high_str",NA
"1074","Khyber Pakhtunkhwa","FR Lakki Marwat","Bettani","girls_high_str",NA
"1075","Khyber Pakhtunkhwa","FR Peshawar","Hassan Khel","girls_high_str",NA
"1076","Khyber Pakhtunkhwa","FR Tank","Jandola","girls_high_str",NA
"1077","Khyber Pakhtunkhwa","Hangu","Hangu","girls_high_str",7.45267073113176
"1078","Khyber Pakhtunkhwa","Hangu","Tall","girls_high_str",24.173311182069
"1079","Khyber Pakhtunkhwa","Haripur","Ghazi","girls_high_str",13.3914332044418
"1080","Khyber Pakhtunkhwa","Haripur","Haripur","girls_high_str",0.701688674840817
"1081","Khyber Pakhtunkhwa","Karak","Banda Daud Shah","girls_high_str",6.24751369819928
"1082","Khyber Pakhtunkhwa","Karak","Karak","girls_high_str",3.27310551724251
"1083","Khyber Pakhtunkhwa","Karak","Takht E Nasrati","girls_high_str",2.53098249476801
"1084","Khyber Pakhtunkhwa","Khyber","Bara","girls_high_str",NA
"1085","Khyber Pakhtunkhwa","Khyber","Jamrud","girls_high_str",NA
"1086","Khyber Pakhtunkhwa","Khyber","Landi Kotal","girls_high_str",NA
"1087","Khyber Pakhtunkhwa","Kohat","Kohat","girls_high_str",1.2821344169298
"1088","Khyber Pakhtunkhwa","Kohat","Lachi","girls_high_str",5.09113631434703
"1089","Khyber Pakhtunkhwa","Kohistan","Dassu","girls_high_str",12.125
"1090","Khyber Pakhtunkhwa","Kohistan","Palas","girls_high_str",NA
"1091","Khyber Pakhtunkhwa","Kohistan","Pattan","girls_high_str",NA
"1092","Khyber Pakhtunkhwa","Kurram","Central Kurram","girls_high_str",NA
"1093","Khyber Pakhtunkhwa","Kurram","Lower Kurram","girls_high_str",NA
"1094","Khyber Pakhtunkhwa","Kurram","Upper Kurram","girls_high_str",NA
"1095","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","girls_high_str",2.36865346418126
"1096","Khyber Pakhtunkhwa","Lakki Marwat","Sarai Naurang","girls_high_str",6.43521137597269
"1097","Khyber Pakhtunkhwa","Lower Dir","Samar Bagh","girls_high_str",4.94722340159129
"1098","Khyber Pakhtunkhwa","Lower Dir","Timergara","girls_high_str",1.67694278983261
"1099","Khyber Pakhtunkhwa","Malakand PA","Sam Ranizai","girls_high_str",3.51369842517574
"1100","Khyber Pakhtunkhwa","Malakand PA","Swat Ranizai","girls_high_str",2.17049781156672
"1101","Khyber Pakhtunkhwa","Mansehra","Balakot","girls_high_str",2.95420721043104
"1102","Khyber Pakhtunkhwa","Mansehra","Mansehra","girls_high_str",0.825931285257164
"1103","Khyber Pakhtunkhwa","Mansehra","Oghi","girls_high_str",7.20829425701746
"1104","Khyber Pakhtunkhwa","Mardan","Katlang","girls_high_str",6.28362804960432
"1105","Khyber Pakhtunkhwa","Mardan","Mardan","girls_high_str",1.11479308390822
"1106","Khyber Pakhtunkhwa","Mardan","Takht Bhai","girls_high_str",2.82946576810829
"1107","Khyber Pakhtunkhwa","Mohmand","Ambar Utman Khel","girls_high_str",NA
"1108","Khyber Pakhtunkhwa","Mohmand","Halimzai","girls_high_str",NA
"1109","Khyber Pakhtunkhwa","Mohmand","Pindiali","girls_high_str",NA
"1110","Khyber Pakhtunkhwa","Mohmand","Prang Ghar","girls_high_str",NA
"1111","Khyber Pakhtunkhwa","Mohmand","Safi","girls_high_str",NA
"1112","Khyber Pakhtunkhwa","Mohmand","Upper Momand","girls_high_str",NA
"1113","Khyber Pakhtunkhwa","Mohmand","Yaka Ghund","girls_high_str",NA
"1114","Khyber Pakhtunkhwa","North Waziristan","Data Khel","girls_high_str",NA
"1115","Khyber Pakhtunkhwa","North Waziristan","Dossali","girls_high_str",NA
"1116","Khyber Pakhtunkhwa","North Waziristan","Garyum","girls_high_str",NA
"1117","Khyber Pakhtunkhwa","North Waziristan","Ghulam Khan","girls_high_str",NA
"1118","Khyber Pakhtunkhwa","North Waziristan","Mir Ali","girls_high_str",NA
"1119","Khyber Pakhtunkhwa","North Waziristan","Miran Shah","girls_high_str",NA
"1120","Khyber Pakhtunkhwa","North Waziristan","Razmak","girls_high_str",NA
"1121","Khyber Pakhtunkhwa","North Waziristan","Shewa","girls_high_str",NA
"1122","Khyber Pakhtunkhwa","North Waziristan","Spinwam","girls_high_str",NA
"1123","Khyber Pakhtunkhwa","Nowshera","Nowshera","girls_high_str",1.85440574095941
"1124","Khyber Pakhtunkhwa","Nowshera","Pabbi","girls_high_str",4.28978520790197
"1125","Khyber Pakhtunkhwa","Orakzai","Central Orakzai","girls_high_str",NA
"1126","Khyber Pakhtunkhwa","Orakzai","Ismailzai","girls_high_str",NA
"1127","Khyber Pakhtunkhwa","Orakzai","Lower Orakzai","girls_high_str",NA
"1128","Khyber Pakhtunkhwa","Orakzai","Upper Orakzai","girls_high_str",NA
"1129","Khyber Pakhtunkhwa","Peshawar","Peshawar","girls_high_str",0.694016136572612
"1130","Khyber Pakhtunkhwa","Shangla","Alpuri","girls_high_str",14.9379817293802
"1131","Khyber Pakhtunkhwa","Shangla","Bisham","girls_high_str",NA
"1132","Khyber Pakhtunkhwa","Shangla","Chiksar","girls_high_str",20.888889
"1133","Khyber Pakhtunkhwa","Shangla","Martung","girls_high_str",NA
"1134","Khyber Pakhtunkhwa","Shangla","Puran","girls_high_str",14.625
"1135","Khyber Pakhtunkhwa","South Waziristan","Birmal","girls_high_str",NA
"1136","Khyber Pakhtunkhwa","South Waziristan","Ladha","girls_high_str",NA
"1137","Khyber Pakhtunkhwa","South Waziristan","Makin","girls_high_str",NA
"1138","Khyber Pakhtunkhwa","South Waziristan","Sararogha","girls_high_str",NA
"1139","Khyber Pakhtunkhwa","South Waziristan","Serwekai","girls_high_str",NA
"1140","Khyber Pakhtunkhwa","South Waziristan","Tiarza","girls_high_str",NA
"1141","Khyber Pakhtunkhwa","South Waziristan","Toi Khulla","girls_high_str",NA
"1142","Khyber Pakhtunkhwa","South Waziristan","Wana","girls_high_str",NA
"1143","Khyber Pakhtunkhwa","Swabi","Lahor","girls_high_str",3.46698099775796
"1144","Khyber Pakhtunkhwa","Swabi","Swabi","girls_high_str",1.93543229895436
"1145","Khyber Pakhtunkhwa","Swabi","Topi","girls_high_str",3.97342287679083
"1146","Khyber Pakhtunkhwa","Swat","Babuzai","girls_high_str",2.59839714406264
"1147","Khyber Pakhtunkhwa","Swat","Bahrain","girls_high_str",27.0289773512346
"1148","Khyber Pakhtunkhwa","Swat","Barikot","girls_high_str",11.544300379558
"1149","Khyber Pakhtunkhwa","Swat","Charbagh","girls_high_str",NA
"1150","Khyber Pakhtunkhwa","Swat","Kabal","girls_high_str",7.11428304703659
"1151","Khyber Pakhtunkhwa","Swat","Kalam","girls_high_str",NA
"1152","Khyber Pakhtunkhwa","Swat","Khwazakhela","girls_high_str",16.1984124517266
"1153","Khyber Pakhtunkhwa","Swat","Matta Khararai","girls_high_str",12.0816882170701
"1154","Khyber Pakhtunkhwa","Swat","Matta Sebujni","girls_high_str",52.400002
"1155","Khyber Pakhtunkhwa","Tank","Tank","girls_high_str",3.56568833383724
"1156","Khyber Pakhtunkhwa","Tor Ghar","Tor Ghar","girls_high_str",NA
"1157","Khyber Pakhtunkhwa","Upper Dir","Barawal","girls_high_str",24.875655511236
"1158","Khyber Pakhtunkhwa","Upper Dir","Dir","girls_high_str",9.63098640893792
"1159","Khyber Pakhtunkhwa","Upper Dir","Kalkot","girls_high_str",NA
"1160","Khyber Pakhtunkhwa","Upper Dir","Wari","girls_high_str",18.7463391251076
"1161","Khyber Pakhtunkhwa","Abbottabad","Abbottabad","boys_primary_str",0.0447224807865523
"1162","Khyber Pakhtunkhwa","Bajaur","Bar Chamarkand","boys_primary_str",NA
"1163","Khyber Pakhtunkhwa","Bajaur","Barang","boys_primary_str",NA
"1164","Khyber Pakhtunkhwa","Bajaur","Khar","boys_primary_str",NA
"1165","Khyber Pakhtunkhwa","Bajaur","Mamund","boys_primary_str",NA
"1166","Khyber Pakhtunkhwa","Bajaur","Nawagai","boys_primary_str",NA
"1167","Khyber Pakhtunkhwa","Bajaur","Salarzai Tehsil","boys_primary_str",NA
"1168","Khyber Pakhtunkhwa","Bajaur","Utman Khel Tehsil","boys_primary_str",NA
"1169","Khyber Pakhtunkhwa","Bannu","Bannu","boys_primary_str",0.100800705174043
"1170","Khyber Pakhtunkhwa","Bannu","Domel","boys_primary_str",0.183246646433299
"1171","Khyber Pakhtunkhwa","Batagram","Alai","boys_primary_str",0.269228738666751
"1172","Khyber Pakhtunkhwa","Batagram","Batagram","boys_primary_str",0.154049807734611
"1173","Khyber Pakhtunkhwa","Buner","Chagharzai","boys_primary_str",0.939267207208517
"1174","Khyber Pakhtunkhwa","Buner","Chamla","boys_primary_str",0.473811630070708
"1175","Khyber Pakhtunkhwa","Buner","Daggar","boys_primary_str",1.02366893207912
"1176","Khyber Pakhtunkhwa","Buner","Gagra","boys_primary_str",1.12280877535817
"1177","Khyber Pakhtunkhwa","Buner","Pir Baba/ Gadaizi","boys_primary_str",1.0603562405709
"1178","Khyber Pakhtunkhwa","Buner","Totalai","boys_primary_str",1.0165202934257
"1179","Khyber Pakhtunkhwa","Charsadda","Charsadda","boys_primary_str",0.113678415333743
"1180","Khyber Pakhtunkhwa","Charsadda","Tangi","boys_primary_str",0.476117151201099
"1181","Khyber Pakhtunkhwa","Chitral","Chitral","boys_primary_str",0.196389689034183
"1182","Khyber Pakhtunkhwa","Chitral","Mastuj","boys_primary_str",0.189582042889611
"1183","Khyber Pakhtunkhwa","Dera Ismail Khan","Daraban","boys_primary_str",0.336645602338293
"1184","Khyber Pakhtunkhwa","Dera Ismail Khan","Dera Ismail Khan","boys_primary_str",0.123580630691713
"1185","Khyber Pakhtunkhwa","Dera Ismail Khan","Kulachi","boys_primary_str",0.722331639160744
"1186","Khyber Pakhtunkhwa","Dera Ismail Khan","Paharpur","boys_primary_str",0.226130154106943
"1187","Khyber Pakhtunkhwa","FR Bannu","Wazir","boys_primary_str",22
"1188","Khyber Pakhtunkhwa","FR Dera Ismail Khan","Drazanda","boys_primary_str",NA
"1189","Khyber Pakhtunkhwa","FR Kohat","Darra Adam Khel","boys_primary_str",NA
"1190","Khyber Pakhtunkhwa","FR Lakki Marwat","Bettani","boys_primary_str",NA
"1191","Khyber Pakhtunkhwa","FR Peshawar","Hassan Khel","boys_primary_str",NA
"1192","Khyber Pakhtunkhwa","FR Tank","Jandola","boys_primary_str",NA
"1193","Khyber Pakhtunkhwa","Hangu","Hangu","boys_primary_str",0.506548075986259
"1194","Khyber Pakhtunkhwa","Hangu","Tall","boys_primary_str",0.730473179675772
"1195","Khyber Pakhtunkhwa","Haripur","Ghazi","boys_primary_str",0.288984283637534
"1196","Khyber Pakhtunkhwa","Haripur","Haripur","boys_primary_str",0.0898159216425162
"1197","Khyber Pakhtunkhwa","Karak","Banda Daud Shah","boys_primary_str",0.550799010636716
"1198","Khyber Pakhtunkhwa","Karak","Karak","boys_primary_str",0.336151525386182
"1199","Khyber Pakhtunkhwa","Karak","Takht E Nasrati","boys_primary_str",0.263225248674897
"1200","Khyber Pakhtunkhwa","Khyber","Bara","boys_primary_str",NA
"1201","Khyber Pakhtunkhwa","Khyber","Jamrud","boys_primary_str",NA
"1202","Khyber Pakhtunkhwa","Khyber","Landi Kotal","boys_primary_str",NA
"1203","Khyber Pakhtunkhwa","Kohat","Kohat","boys_primary_str",0.19595847739364
"1204","Khyber Pakhtunkhwa","Kohat","Lachi","boys_primary_str",0.4316669570603
"1205","Khyber Pakhtunkhwa","Kohistan","Dassu","boys_primary_str",0.142131850157152
"1206","Khyber Pakhtunkhwa","Kohistan","Palas","boys_primary_str",0.110157242701084
"1207","Khyber Pakhtunkhwa","Kohistan","Pattan","boys_primary_str",0.680230464530068
"1208","Khyber Pakhtunkhwa","Kurram","Central Kurram","boys_primary_str",NA
"1209","Khyber Pakhtunkhwa","Kurram","Lower Kurram","boys_primary_str",32
"1210","Khyber Pakhtunkhwa","Kurram","Upper Kurram","boys_primary_str",NA
"1211","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","boys_primary_str",0.0942187180828082
"1212","Khyber Pakhtunkhwa","Lakki Marwat","Sarai Naurang","boys_primary_str",0.271593960324854
"1213","Khyber Pakhtunkhwa","Lower Dir","Samar Bagh","boys_primary_str",0.312968802320645
"1214","Khyber Pakhtunkhwa","Lower Dir","Timergara","boys_primary_str",0.138435702465939
"1215","Khyber Pakhtunkhwa","Malakand PA","Sam Ranizai","boys_primary_str",0.498908599973748
"1216","Khyber Pakhtunkhwa","Malakand PA","Swat Ranizai","boys_primary_str",0.320310188570332
"1217","Khyber Pakhtunkhwa","Mansehra","Balakot","boys_primary_str",0.131734950573185
"1218","Khyber Pakhtunkhwa","Mansehra","Mansehra","boys_primary_str",0.0734644599360551
"1219","Khyber Pakhtunkhwa","Mansehra","Oghi","boys_primary_str",0.171210497067354
"1220","Khyber Pakhtunkhwa","Mardan","Katlang","boys_primary_str",0.512409426203682
"1221","Khyber Pakhtunkhwa","Mardan","Mardan","boys_primary_str",0.125972403472012
"1222","Khyber Pakhtunkhwa","Mardan","Takht Bhai","boys_primary_str",0.205371671703066
"1223","Khyber Pakhtunkhwa","Mohmand","Ambar Utman Khel","boys_primary_str",NA
"1224","Khyber Pakhtunkhwa","Mohmand","Halimzai","boys_primary_str",NA
"1225","Khyber Pakhtunkhwa","Mohmand","Pindiali","boys_primary_str",NA
"1226","Khyber Pakhtunkhwa","Mohmand","Prang Ghar","boys_primary_str",NA
"1227","Khyber Pakhtunkhwa","Mohmand","Safi","boys_primary_str",NA
"1228","Khyber Pakhtunkhwa","Mohmand","Upper Momand","boys_primary_str",NA
"1229","Khyber Pakhtunkhwa","Mohmand","Yaka Ghund","boys_primary_str",NA
"1230","Khyber Pakhtunkhwa","North Waziristan","Data Khel","boys_primary_str",NA
"1231","Khyber Pakhtunkhwa","North Waziristan","Dossali","boys_primary_str",NA
"1232","Khyber Pakhtunkhwa","North Waziristan","Garyum","boys_primary_str",NA
"1233","Khyber Pakhtunkhwa","North Waziristan","Ghulam Khan","boys_primary_str",NA
"1234","Khyber Pakhtunkhwa","North Waziristan","Mir Ali","boys_primary_str",NA
"1235","Khyber Pakhtunkhwa","North Waziristan","Miran Shah","boys_primary_str",NA
"1236","Khyber Pakhtunkhwa","North Waziristan","Razmak","boys_primary_str",NA
"1237","Khyber Pakhtunkhwa","North Waziristan","Shewa","boys_primary_str",NA
"1238","Khyber Pakhtunkhwa","North Waziristan","Spinwam","boys_primary_str",NA
"1239","Khyber Pakhtunkhwa","Nowshera","Nowshera","boys_primary_str",0.162211051678219
"1240","Khyber Pakhtunkhwa","Nowshera","Pabbi","boys_primary_str",0.408976435452408
"1241","Khyber Pakhtunkhwa","Orakzai","Central Orakzai","boys_primary_str",NA
"1242","Khyber Pakhtunkhwa","Orakzai","Ismailzai","boys_primary_str",64.5
"1243","Khyber Pakhtunkhwa","Orakzai","Lower Orakzai","boys_primary_str",NA
"1244","Khyber Pakhtunkhwa","Orakzai","Upper Orakzai","boys_primary_str",NA
"1245","Khyber Pakhtunkhwa","Peshawar","Peshawar","boys_primary_str",0.101267571353401
"1246","Khyber Pakhtunkhwa","Shangla","Alpuri","boys_primary_str",0.360837484332511
"1247","Khyber Pakhtunkhwa","Shangla","Bisham","boys_primary_str",0.858739412760308
"1248","Khyber Pakhtunkhwa","Shangla","Chiksar","boys_primary_str",0.909603722414243
"1249","Khyber Pakhtunkhwa","Shangla","Martung","boys_primary_str",1.46495982977641
"1250","Khyber Pakhtunkhwa","Shangla","Puran","boys_primary_str",0.96253571051798
"1251","Khyber Pakhtunkhwa","South Waziristan","Birmal","boys_primary_str",NA
"1252","Khyber Pakhtunkhwa","South Waziristan","Ladha","boys_primary_str",NA
"1253","Khyber Pakhtunkhwa","South Waziristan","Makin","boys_primary_str",NA
"1254","Khyber Pakhtunkhwa","South Waziristan","Sararogha","boys_primary_str",NA
"1255","Khyber Pakhtunkhwa","South Waziristan","Serwekai","boys_primary_str",NA
"1256","Khyber Pakhtunkhwa","South Waziristan","Tiarza","boys_primary_str",NA
"1257","Khyber Pakhtunkhwa","South Waziristan","Toi Khulla","boys_primary_str",NA
"1258","Khyber Pakhtunkhwa","South Waziristan","Wana","boys_primary_str",NA
"1259","Khyber Pakhtunkhwa","Swabi","Lahor","boys_primary_str",0.24863650763679
"1260","Khyber Pakhtunkhwa","Swabi","Swabi","boys_primary_str",0.202534328259462
"1261","Khyber Pakhtunkhwa","Swabi","Topi","boys_primary_str",0.293341555634732
"1262","Khyber Pakhtunkhwa","Swat","Babuzai","boys_primary_str",0.415196758001563
"1263","Khyber Pakhtunkhwa","Swat","Bahrain","boys_primary_str",0.685184261402235
"1264","Khyber Pakhtunkhwa","Swat","Barikot","boys_primary_str",1.01842742840813
"1265","Khyber Pakhtunkhwa","Swat","Charbagh","boys_primary_str",1.06010747194224
"1266","Khyber Pakhtunkhwa","Swat","Kabal","boys_primary_str",0.490444827609863
"1267","Khyber Pakhtunkhwa","Swat","Kalam","boys_primary_str",1.67822657926976
"1268","Khyber Pakhtunkhwa","Swat","Khwazakhela","boys_primary_str",0.649234339487029
"1269","Khyber Pakhtunkhwa","Swat","Matta Khararai","boys_primary_str",0.649541073749445
"1270","Khyber Pakhtunkhwa","Swat","Matta Sebujni","boys_primary_str",0.54792898898082
"1271","Khyber Pakhtunkhwa","Tank","Tank","boys_primary_str",0.213904246673304
